timestamp,program_name,model_name,epoch,prompt_template,accuracy,balanced_accuracy,precision,recall,f1,combined_metric,loss,code_text
2024-11-04 21:03:09,train_sm_binary.py,internlm2_5-1_8b-chat,32,"Below is a code snippet that may contain a security vulnerability. Examine the code thoroughly:

```
{item[self.text_column]}
```

Is this code vulnerable? Respond only with '1' for vulnerable or '0' for not vulnerable.",0.5153616070747375,0.5327163338661194,0.45329904556274414,0.891322672367096,0.6009656190872192,0.5668410062789917,0.751577615737915,"Below is a code snippet that may contain a security vulnerability. Examine the code thoroughly:

```
{item[self.text_column]}
```

Is this code vulnerable? Respond only with '1' for vulnerable or '0' for not vulnerable."
2024-11-04 21:16:00,train_sm_binary.py,internlm2_5-1_8b-chat,65,"Below is a code snippet that may contain a security vulnerability. Examine the code thoroughly:

```
{item[self.text_column]}
```

Is this code vulnerable? Respond only with '1' for vulnerable or '0' for not vulnerable.",0.475802481174469,0.5,0.434480220079422,1.0,0.6057667136192322,0.5528833866119385,0.7562012672424316,"Below is a code snippet that may contain a security vulnerability. Examine the code thoroughly:

```
{item[self.text_column]}
```

Is this code vulnerable? Respond only with '1' for vulnerable or '0' for not vulnerable."
2024-11-04 21:28:51,train_sm_binary.py,internlm2_5-1_8b-chat,95,"Below is a code snippet that may contain a security vulnerability. Examine the code thoroughly:

```
{item[self.text_column]}
```

Is this code vulnerable? Respond only with '1' for vulnerable or '0' for not vulnerable.",0.5202462077140808,0.5248144268989563,0.4551083445549011,0.6192080974578857,0.5246251821517944,0.5247198343276978,0.7487474679946899,"Below is a code snippet that may contain a security vulnerability. Examine the code thoroughly:

```
{item[self.text_column]}
```

Is this code vulnerable? Respond only with '1' for vulnerable or '0' for not vulnerable."
2024-11-04 21:30:04,train_sm_binary.py,internlm2_5-1_8b-chat,95,"Below is a code snippet that may contain a security vulnerability. Examine the code thoroughly:

```
{item[self.text_column]}
```

Is this code vulnerable? Respond only with '1' for vulnerable or '0' for not vulnerable.",0.5153616070747375,0.5327163338661194,0.45329904556274414,0.891322672367096,0.6009656190872192,0.5668410062789917,0.751577615737915,"Below is a code snippet that may contain a security vulnerability. Examine the code thoroughly:

```
{item[self.text_column]}
```

Is this code vulnerable? Respond only with '1' for vulnerable or '0' for not vulnerable."
2024-11-05 10:13:43,train_sm_binary_expert_1_1.py,internlm2_5-1_8b-chat,32,"You are an expert in code security. Below is a code snippet. Analyze it and decide if there is a vulnerability:

```
{item[self.text_column]}
```

Is this code vulnerable? Respond only with '1' for vulnerable or '0' for not vulnerable.",0.475802481174469,0.5,0.434480220079422,1.0,0.6057667136192322,0.5528833866119385,0.7617955207824707,"You are an expert in code security. Below is a code snippet. Analyze it and decide if there is a vulnerability:

```
{item[self.text_column]}
```

Is this code vulnerable? Respond only with '1' for vulnerable or '0' for not vulnerable."
2024-11-05 10:40:56,train_sm_binary_expert_1_1.py,internlm2_5-1_8b-chat,32,"You are an expert in code security. Below is a code snippet. Analyze it and decide if there is a vulnerability:

```
{item[self.text_column]}
```

Is this code vulnerable? Respond only with '1' for vulnerable or '0' for not vulnerable.",0.524197518825531,0.5,0.0,0.0,0.0,0.25,0.7459209561347961,"You are an expert in code security. Below is a code snippet. Analyze it and decide if there is a vulnerability:

```
{item[self.text_column]}
```

Is this code vulnerable? Respond only with '1' for vulnerable or '0' for not vulnerable."
2024-11-05 10:54:25,train_sm_binary_expert_1_1.py,internlm2_5-1_8b-chat,65,"You are an expert in code security. Below is a code snippet. Analyze it and decide if there is a vulnerability:

```
{item[self.text_column]}
```

Is this code vulnerable? Respond only with '1' for vulnerable or '0' for not vulnerable.",0.5186728835105896,0.5233914852142334,0.4538177251815796,0.6208930015563965,0.5243685245513916,0.5238800048828125,0.7474296689033508,"You are an expert in code security. Below is a code snippet. Analyze it and decide if there is a vulnerability:

```
{item[self.text_column]}
```

Is this code vulnerable? Respond only with '1' for vulnerable or '0' for not vulnerable."
2024-11-05 11:08:05,train_sm_binary_expert_1_1.py,internlm2_5-1_8b-chat,95,"You are an expert in code security. Below is a code snippet. Analyze it and decide if there is a vulnerability:

```
{item[self.text_column]}
```

Is this code vulnerable? Respond only with '1' for vulnerable or '0' for not vulnerable.",0.5186728835105896,0.5233914852142334,0.4538177251815796,0.6208930015563965,0.5243685245513916,0.5238800048828125,0.7465780973434448,"You are an expert in code security. Below is a code snippet. Analyze it and decide if there is a vulnerability:

```
{item[self.text_column]}
```

Is this code vulnerable? Respond only with '1' for vulnerable or '0' for not vulnerable."
2024-11-05 11:09:13,train_sm_binary_expert_1_1.py,internlm2_5-1_8b-chat,95,"You are an expert in code security. Below is a code snippet. Analyze it and decide if there is a vulnerability:

```
{item[self.text_column]}
```

Is this code vulnerable? Respond only with '1' for vulnerable or '0' for not vulnerable.",0.5186728835105896,0.5233914852142334,0.4538177251815796,0.6208930015563965,0.5243685245513916,0.5238800048828125,0.7474296689033508,"You are an expert in code security. Below is a code snippet. Analyze it and decide if there is a vulnerability:

```
{item[self.text_column]}
```

Is this code vulnerable? Respond only with '1' for vulnerable or '0' for not vulnerable."
2024-11-05 13:07:11,train_sm_binary.py,internlm2_5-1_8b-chat,32,"Below is a code snippet that may contain a security vulnerability. Examine the code thoroughly:

```
{item[self.text_column]}
```

Is this code vulnerable? Respond only with '1' for vulnerable or '0' for not vulnerable.",0.475802481174469,0.5,0.434480220079422,1.0,0.6057667136192322,0.5528833866119385,0.7589084506034851,"Below is a code snippet that may contain a security vulnerability. Examine the code thoroughly:

```
{item[self.text_column]}
```

Is this code vulnerable? Respond only with '1' for vulnerable or '0' for not vulnerable."
